item_id	domain_id	domain_name	dimension_id	dimension_name	facet_id	facet_name	method_family	item_format	item_text	option_a	option_b	option_c	option_d	option_e	keyed_answer	response_scale	primary_domain_id	primary_dimension_id	primary_facet_id	secondary_dimension_ids	loading_type	intended_meaning	prohibited_overlap	bank_state	use_status	validation_track
NEX-GMB-137	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-AE	Argument Evaluation	cognitive_multiple_choice	mcq_single	A report states that employee satisfaction rose after leadership training, but turnover remained unchanged. What is the best interpretation?	Leadership training improved satisfaction but did not affect turnover rates.	The training was ineffective because turnover did not decline.	Turnover is unrelated to employee satisfaction.	Satisfaction improvements always reduce turnover immediately.	Turnover stayed the same due to external economic factors only.	A	cognitive_mcq	D2	D2-VR	D2-VR-AE	D5-JDQ,D5-CI	direct	Measures reasoning about mixed outcomes in workplace interventions.	Debate style as identity	production	operational_allowed	calibration,criterion
NEX-GMB-138	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-COMP	Comprehension	cognitive_multiple_choice	mcq_single	The memo explains that the new customer support system will route inquiries based on issue type and urgency. What is the primary benefit of this system?	It ensures that customer issues are prioritized and directed to the right specialists quickly.	It reduces the number of customer inquiries overall.	It automates responses without human involvement.	It collects data for marketing purposes.	It increases time required to resolve issues.	A	cognitive_mcq	D2	D2-VR	D2-VR-COMP	D5-CI	direct	Measures comprehension of customer support process improvements.	Communication style as identity	production	operational_allowed	calibration,criterion
NEX-GMB-139	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-COMP	Comprehension	cognitive_multiple_choice	mcq_single	A project plan states that milestones must be completed in sequence to meet the deadline. What does this imply about the tasks?	Each task depends on the completion of the previous one before starting.	Tasks can be done in any order to save time.	Milestones are optional checkpoints.	Tasks are independent and do not affect each other.	Deadlines can be flexible if tasks overlap.	A	cognitive_mcq	D2	D2-VR	D2-VR-COMP	D5-CI	direct	Measures comprehension of task dependency in project management.	Communication style as identity	production	operational_allowed	calibration,criterion
NEX-GMB-140	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-COMP	Comprehension	cognitive_multiple_choice	mcq_single	A policy states that all employees must complete safety training annually to maintain certification. What is the likely reason for this requirement?	To ensure ongoing compliance with safety standards and reduce risks.	To increase employee workload unnecessarily.	To limit employee access to certain areas.	To reduce training costs over time.	To delay project deadlines routinely.	A	cognitive_mcq	D2	D2-VR	D2-VR-COMP	D5-CI	direct	Measures understanding of policy purpose related to safety compliance.	Communication style as identity	production	operational_allowed	calibration,criterion
NEX-GMB-141	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-INF	Inference	cognitive_multiple_choice	mcq_single	A report says sales increased after expanding the marketing budget. What is the most reasonable inference?	Increasing marketing budget likely contributed to higher sales, but other factors may also play a role.	Sales increase was unrelated to marketing spend.	Marketing budget alone guarantees sales growth.	Sales increased due to seasonal trends only.	Higher sales caused an increase in marketing budget.	A	cognitive_mcq	D2	D2-VR	D2-VR-INF	D5-JDQ	direct	Measures ability to infer likely causes from verbal information.	Judgment quality as identity	production	operational_allowed	calibration,criterion
NEX-GMB-142	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-INF	Inference	cognitive_multiple_choice	mcq_single	A manager notes that customer complaints dropped significantly after a new service protocol was introduced. What is a reasonable conclusion?	The new protocol probably helped reduce customer complaints.	Complaints dropped due to random chance alone.	Customer satisfaction did not change despite fewer complaints.	The protocol increased complaints elsewhere.	Complaints dropped because customers stopped reporting.	A	cognitive_mcq	D2	D2-VR	D2-VR-INF	D5-JDQ	direct	Measures drawing reasonable conclusions from observed workplace changes.	Judgment quality as identity	production	operational_allowed	calibration,criterion
NEX-GMB-143	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-INF	Inference	cognitive_multiple_choice	mcq_single	A team member says that since project delays decreased, the new scheduling method is effective. What is the best inference?	The scheduling method likely contributed to fewer delays, though other factors may be involved.	Delays decreased independently of scheduling changes.	Scheduling method caused delays to increase elsewhere.	Delays always drop after any project change.	The delays decreased because deadlines were extended.	A	cognitive_mcq	D2	D2-VR	D2-VR-INF	D5-JDQ	direct	Measures ability to infer causality from project performance data.	Judgment quality as identity	production	operational_allowed	calibration,criterion
NEX-GMB-144	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-LP	Language Precision	cognitive_multiple_choice	mcq_single	Which sentence uses precise language to describe a project delay?	The project was delayed by three days due to supplier issues.	The project faced some problems that caused delays.	There were delays that might have been caused by something.	The project was kind of late because of some issues.	Delays happened but it’s unclear what caused them.	A	cognitive_mcq	D2	D2-VR	D2-VR-LP	D5-CI	direct	Measures ability to identify precise and clear workplace language.	Communication polish as identity	production	operational_allowed	calibration,criterion
NEX-GMB-145	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-LP	Language Precision	cognitive_multiple_choice	mcq_single	Which phrase clearly communicates a change in meeting time?	The meeting will start at 10:00 AM instead of 9:00 AM tomorrow.	The meeting might be later than usual tomorrow.	The meeting could start sometime in the morning.	The meeting may or may not be changed tomorrow.	The meeting schedule is a bit different tomorrow.	A	cognitive_mcq	D2	D2-VR	D2-VR-LP	D5-CI	direct	Measures selection of clear and exact communication.	Communication polish as identity	production	operational_allowed	calibration,criterion
NEX-GMB-146	D2	Cognitive Architecture	D2-VR	Verbal Reasoning	D2-VR-LP	Language Precision	cognitive_multiple_choice	mcq_single	Which statement accurately summarizes a policy update?	The policy now requires employees to submit expense reports within five days.	The policy has some new rules about reports.	Employees might submit reports a bit sooner.	Reporting procedures could be different sometimes.	There is a possible change in how expenses are reported.	A	cognitive_mcq	D2	D2-VR	D2-VR-LP	D5-CI	direct	Measures ability to recognize precise policy communication.	Communication polish as identity	production	operational_allowed	calibration,criterion
NEX-GMB-147	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-AO	Advancement Orientation	likert	statement	I do not actively seek opportunities for promotion or increased responsibility in my work.							1-5 Agreement	D3	D3-AD	D3-AD-AO	D3-ID,D5-LE	adjacent	Measures how much a person pursues advancement opportunities at work.	Influence Drive as identity	pilot	operational_blocked	structural,criterion
NEX-GMB-148	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-AO	Advancement Orientation	likert	statement	I tend not to set goals aimed at moving up in my career within the organization.							1-5 Agreement	D3	D3-AD	D3-AD-AO	D3-ID,D5-LE	adjacent	Measures the extent to which an individual plans for upward career movement.	Influence Drive as identity	pilot	operational_blocked	structural,criterion
NEX-GMB-149	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-COMP	Competitiveness	likert	statement	I feel motivated when I am competing with others to achieve the best results.							1-5 Agreement	D3	D3-AD	D3-AD-COMP	D3-ID,D5-LE	adjacent	Measures the degree to which competition with colleagues drives performance.	Social dominance as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-150	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-COMP	Competitiveness	likert	statement	I often compare my performance against others to see how I am doing.							1-5 Agreement	D3	D3-AD	D3-AD-COMP	D3-ID,D5-LE	adjacent	Measures how frequently an individual benchmarks self-performance against peers.	Social dominance as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-151	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-CS	Challenge Seeking	likert	statement	I am willing to take on difficult projects that push my skills beyond what I know now.							1-5 Agreement	D3	D3-AD	D3-AD-CS	D5-ED,D5-AD	adjacent	Measures willingness to seek challenges that foster growth.	Conscientious Execution as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-152	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-CS	Challenge Seeking	likert	statement	I look for assignments that require me to learn new skills or solve complex problems.							1-5 Agreement	D3	D3-AD	D3-AD-CS	D5-ED,D5-AD	adjacent	Measures the proactive pursuit of challenging learning opportunities.	Conscientious Execution as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-153	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-ES	Excellence Standards	likert	statement	I set high standards for the quality of my work and strive to meet them consistently.							1-5 Agreement	D3	D3-AD	D3-AD-ES	D1-CE,D5-ED	adjacent	Measures commitment to maintaining high personal work standards.	Orderliness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-154	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-ES	Excellence Standards	likert	statement	I often review my work carefully to ensure it meets or exceeds expectations.							1-5 Agreement	D3	D3-AD	D3-AD-ES	D1-CE,D5-ED	adjacent	Measures thoroughness in achieving excellence in outcomes.	Orderliness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-155	D3	Values and Motivational Drivers	D3-AD	Achievement Drive	D3-AD-OV1	Achievement Drive Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I prefer to finish tasks quickly to demonstrate progress and results.	I prefer to take extra time to improve my skills even if it delays results.				A_or_B	forced_choice_binary	D3	D3-AD	D3-AD-OV1		adjacent	Measures the tradeoff between speed of achievement and investing time to develop skills.	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-156	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-HS	Harmony Seeking	likert	statement	I find it difficult to maintain calm and positive interactions when disagreements arise.							1-5 Agreement	D3	D3-AF	D3-AF-HS	D1-IO,D4-RM	adjacent	Measures the tendency to promote interpersonal harmony by managing conflicts constructively.	Conflict avoidance as virtue	pilot	operational_blocked	structural,discriminant
NEX-GMB-157	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-HS	Harmony Seeking	likert	statement	I often let tensions escalate by not addressing concerns early or respectfully.							1-5 Agreement	D3	D3-AF	D3-AF-HS	D1-IO,D4-RM	adjacent	Measures proactive efforts to preserve smooth relationships through early conflict management.	Conflict avoidance as virtue	pilot	operational_blocked	structural,discriminant
NEX-GMB-158	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-IN	Inclusion Need	likert	statement	I seek opportunities to include diverse voices when making team decisions.							1-5 Agreement	D3	D3-AF	D3-AF-IN	D4-TC,D5-TC	adjacent	Measures motivation to promote inclusiveness by actively engaging different perspectives.	General agreeableness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-159	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-IN	Inclusion Need	likert	statement	I make an effort to ensure everyone feels welcome and valued in group settings.							1-5 Agreement	D3	D3-AF	D3-AF-IN	D4-TC,D5-TC	adjacent	Measures active behaviors aimed at fostering a sense of belonging among colleagues.	General agreeableness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-160	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-LOY	Loyalty	likert	statement	I remain committed to my team even when challenges arise.							1-5 Agreement	D3	D3-AF	D3-AF-LOY	D5-CC,D1-IO	adjacent	Measures loyalty by sustaining commitment through difficulties without blind conformity.	Blind conformity	pilot	operational_blocked	structural,invariance
NEX-GMB-161	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-LOY	Loyalty	likert	statement	I support my organization’s goals while considering the impact on my colleagues.							1-5 Agreement	D3	D3-AF	D3-AF-LOY	D5-CC,D1-IO	adjacent	Measures balanced loyalty that aligns with organizational aims and care for coworkers.	Blind conformity	pilot	operational_blocked	structural,invariance
NEX-GMB-162	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-OV1	Affiliation Drive Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I prefer to work in groups where I feel a strong sense of belonging and support.	I prefer to work where I can influence decisions and act independently.				A_or_B	forced_choice_binary	D3	D3-AF	D3-AF-OV1		adjacent	Measures the tradeoff between valuing affiliation and belonging versus influence and autonomy.	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-163	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-RI	Relationship Investment	likert	statement	I invest time to build and maintain strong work relationships.							1-5 Agreement	D3	D3-AF	D3-AF-RI	D1-IO,D5-TC	adjacent	Measures proactive investment in workplace relationships to enhance affiliation.	Service orientation as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-164	D3	Values and Motivational Drivers	D3-AF	Affiliation Drive	D3-AF-RI	Relationship Investment	likert	statement	I check in regularly with colleagues to understand their needs and concerns.							1-5 Agreement	D3	D3-AF	D3-AF-RI	D1-IO,D5-TC	adjacent	Measures ongoing efforts to sustain relationship quality through communication.	Service orientation as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-165	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-CN	Control Need	likert	statement	I prefer not to have strict control over how my tasks are completed.							1-5 Agreement	D3	D3-AUD	D3-AUD-CN	D5-LE,D3-SD	adjacent	Measures preference for direct control over task execution.	Micromanagement tendency	pilot	operational_blocked	structural,discriminant
NEX-GMB-166	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-CN	Control Need	likert	statement	I rarely mind when others make decisions about my work without consulting me.							1-5 Agreement	D3	D3-AUD	D3-AUD-CN	D5-LE,D3-SD	adjacent	Measures discomfort with lack of control over decisions affecting own work.	Micromanagement tendency	pilot	operational_blocked	structural,discriminant
NEX-GMB-167	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-DO	Decision Ownership	likert	statement	I take full responsibility for the outcomes of the decisions I make at work.							1-5 Agreement	D3	D3-AUD	D3-AUD-DO	D5-JDQ,D5-LE	adjacent	Measures ownership over decision outcomes in the workplace.	Authority motive as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-168	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-DO	Decision Ownership	likert	statement	I prefer to make important decisions myself rather than deferring to others.							1-5 Agreement	D3	D3-AUD	D3-AUD-DO	D5-JDQ,D5-LE	adjacent	Measures preference for making key decisions independently.	Authority motive as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-169	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-IP	Independence Preference	likert	statement	I work best when I can plan and execute tasks on my own schedule.							1-5 Agreement	D3	D3-AUD	D3-AUD-IP	D5-WS,D1-EO	adjacent	Measures preference for independent scheduling and task execution.	Defiance or low teamwork	pilot	operational_blocked	structural,discriminant
NEX-GMB-170	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-IP	Independence Preference	likert	statement	I prefer to handle my work without needing frequent input or oversight from others.							1-5 Agreement	D3	D3-AUD	D3-AUD-IP	D5-WS,D1-EO	adjacent	Measures preference for working without frequent external input or supervision.	Defiance or low teamwork	pilot	operational_blocked	structural,discriminant
NEX-GMB-171	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-OF	Operating Freedom	likert	statement	I perform best when I have freedom to choose how to approach my work tasks.							1-5 Agreement	D3	D3-AUD	D3-AUD-OF	D5-WS,D3-SD	adjacent	Measures preference for freedom in deciding work approach.	Adaptability as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-172	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-OF	Operating Freedom	likert	statement	I prefer to set my own priorities rather than follow strict instructions.							1-5 Agreement	D3	D3-AUD	D3-AUD-OF	D5-WS,D3-SD	adjacent	Measures preference for self-directed priority setting.	Adaptability as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-173	D3	Values and Motivational Drivers	D3-AUD	Autonomy Drive	D3-AUD-OV1	Autonomy Drive Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I prefer to work independently, even if it means less job security.	I prefer to have clear guidelines and support, even if it limits my independence.				A_or_B	forced_choice_binary	D3	D3-AUD	D3-AUD-OV1		adjacent	Measures tradeoff between valuing autonomy versus valuing security and guidance.	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-174	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-AP	Authority Preference	likert	statement	I prefer not to make decisions that highlight my authority within my team.							1-5 Agreement	D3	D3-ID	D3-ID-AP	D3-RO,D5-LE	adjacent	Measures preference for expressing authority through decision making.	Status motive as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-175	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-AP	Authority Preference	likert	statement	I often hesitate to delegate important tasks even when it could reinforce my role as a leader.							1-5 Agreement	D3	D3-ID	D3-ID-AP	D3-RO,D5-LE	adjacent	Measures comfort with asserting authority by delegating key responsibilities.	Status motive as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-176	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-IS	Impact Seeking	likert	statement	I seek opportunities to contribute ideas that can significantly change project outcomes.							1-5 Agreement	D3	D3-ID	D3-ID-IS	D5-LE,D1-SA	adjacent	Measures desire to have a meaningful impact on work results.	Social confidence as identity	pilot	operational_blocked	structural,criterion
NEX-GMB-177	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-IS	Impact Seeking	likert	statement	I actively try to influence decisions that affect the success of my team.							1-5 Agreement	D3	D3-ID	D3-ID-IS	D5-LE,D1-SA	adjacent	Measures motivation to influence important team decisions.	Social confidence as identity	pilot	operational_blocked	structural,criterion
NEX-GMB-178	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-OV1	Influence Drive Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I prefer to use my influence to gain formal authority over decisions.	I prefer to use my influence to encourage collaboration and shared input.				A_or_B	forced_choice_binary	D3	D3-ID	D3-ID-OV1		adjacent	Measures tradeoff between seeking power through authority versus collaborative influence.	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-179	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-PD	Persuasion Desire	likert	statement	I enjoy persuading others to see the benefits of my proposals.							1-5 Agreement	D3	D3-ID	D3-ID-PD	D5-CI,D1-SA	adjacent	Measures desire to persuade others to accept one's ideas.	Communication skill as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-180	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-PD	Persuasion Desire	likert	statement	I often look for ways to convince colleagues to support my projects.							1-5 Agreement	D3	D3-ID	D3-ID-PD	D5-CI,D1-SA	adjacent	Measures frequency of efforts to gain support through persuasion.	Communication skill as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-181	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-VN	Visibility Need	likert	statement	I prefer my contributions to be visible and recognized by others at work.							1-5 Agreement	D3	D3-ID	D3-ID-VN	D3-RO,D1-SA	adjacent	Measures need for visibility and recognition of one’s work.	Recognition need as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-182	D3	Values and Motivational Drivers	D3-ID	Influence Drive	D3-ID-VN	Visibility Need	likert	statement	I make an effort to ensure my achievements are noticed by leaders.							1-5 Agreement	D3	D3-ID	D3-ID-VN	D3-RO,D1-SA	adjacent	Measures active effort to gain visibility for achievements.	Recognition need as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-183	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-EI	Exploration Interest	likert	statement	I seldom look for new topics or skills beyond what I immediately need to know.							1-5 Agreement	D3	D3-LD	D3-LD-EI	D1-EO,D5-AD	adjacent	Measures interest in exploring new knowledge and skills beyond immediate needs.	Openness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-184	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-EI	Exploration Interest	likert	statement	I do not often explore unfamiliar ideas that seem unrelated to my current work.							1-5 Agreement	D3	D3-LD	D3-LD-EI	D1-EO,D5-AD	adjacent	Measures curiosity and motivation to explore ideas without immediate practical relevance.	Openness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-185	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-EP	Experimentation Preference	likert	statement	I like to try out new approaches or tools to see what works best in practice.							1-5 Agreement	D3	D3-LD	D3-LD-EP	D5-AD,D1-EO	adjacent	Measures preference for experimenting and testing alternatives in work tasks.	Risk taking as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-186	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-EP	Experimentation Preference	likert	statement	I am willing to take small risks to learn from trial and error even if it means occasional setbacks.							1-5 Agreement	D3	D3-LD	D3-LD-EP	D5-AD,D1-EO	adjacent	Measures readiness to accept minor risks for the sake of learning through experimentation.	Risk taking as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-187	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-MP	Mastery Pursuit	likert	statement	I work hard to improve my skills until I am confident in my abilities.							1-5 Agreement	D3	D3-LD	D3-LD-MP	D2-LA,D3-AD	adjacent	Measures persistence and focus on developing mastery in tasks.	Perfectionism only	pilot	operational_blocked	structural,criterion
NEX-GMB-188	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-MP	Mastery Pursuit	likert	statement	When I encounter a challenge, I keep practicing until I understand it well.							1-5 Agreement	D3	D3-LD	D3-LD-MP	D2-LA,D3-AD	adjacent	Measures determination to achieve deep understanding through repeated effort.	Perfectionism only	pilot	operational_blocked	structural,criterion
NEX-GMB-189	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-OV1	Learning Drive Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I prefer to explore new ideas and approaches even if success is not guaranteed.	I focus on proven methods that help me achieve clear results quickly.				A_or_B	forced_choice_binary	D3	D3-LD	D3-LD-OV1		adjacent	Measures preference for growth-oriented exploration versus efficiency-focused achievement.	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-190	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-SS	Stretch Seeking	likert	statement	I seek out tasks that push me beyond what I have done before.							1-5 Agreement	D3	D3-LD	D3-LD-SS	D2-LA,D3-AD	adjacent	Measures desire to stretch capabilities by taking on more challenging work.	Achievement drive as identity	pilot	operational_blocked	structural,criterion
NEX-GMB-191	D3	Values and Motivational Drivers	D3-LD	Learning Drive	D3-LD-SS	Stretch Seeking	likert	statement	I am motivated when given assignments that force me to develop new skills.							1-5 Agreement	D3	D3-LD	D3-LD-SS	D2-LA,D3-AD	adjacent	Measures motivation to grow by facing new skill demands.	Achievement drive as identity	pilot	operational_blocked	structural,criterion
NEX-GMB-192	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-CD	Contribution Desire	likert	statement	I rarely feel motivated when my work benefits others beyond my team.							1-5 Agreement	D3	D3-PU	D3-PU-CD	D5-CC,D5-TC	adjacent	Measures desire to contribute positively to people outside immediate workgroup	Prosocial image only	pilot	operational_blocked	structural,discriminant
NEX-GMB-193	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-CD	Contribution Desire	likert	statement	I seldom look for chances to help others unless I am specifically asked.							1-5 Agreement	D3	D3-PU	D3-PU-CD	D5-CC,D5-TC	adjacent	Measures proactive behaviors aimed at helping colleagues or stakeholders	Prosocial image only	pilot	operational_blocked	structural,discriminant
NEX-GMB-194	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-MA	Mission Alignment	likert	statement	I align my daily tasks with the broader goals of my organization.							1-5 Agreement	D3	D3-PU	D3-PU-MA	D5-CC,D1-IN	adjacent	Measures integration of individual work with organizational mission	Ethics as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-195	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-MA	Mission Alignment	likert	statement	I feel my contributions support the long-term vision of the company.							1-5 Agreement	D3	D3-PU	D3-PU-MA	D5-CC,D1-IN	adjacent	Measures belief that personal work advances company vision	Ethics as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-196	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-MS	Meaning Seeking	likert	statement	I search for meaning in my work beyond just completing tasks.							1-5 Agreement	D3	D3-PU	D3-PU-MS	D3-LD,D1-IN	adjacent	Measures seeking deeper significance in job activities	Learning drive as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-197	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-MS	Meaning Seeking	likert	statement	I reflect on how my work impacts my personal growth and values.							1-5 Agreement	D3	D3-PU	D3-PU-MS	D3-LD,D1-IN	adjacent	Measures personal reflection linking work to identity and values	Learning drive as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-198	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-OV1	Purpose Drive Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I prefer to focus on secure tasks that ensure steady rewards.	I prefer to pursue challenging projects that advance our mission quickly.				A_or_B	forced_choice_binary	D3	D3-PU	D3-PU-OV1		adjacent	Measures preference for mission-driven risk taking versus reward/security orientation	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-199	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-SO	Service Orientation	likert	statement	I prioritize serving others when making work decisions.							1-5 Agreement	D3	D3-PU	D3-PU-SO	D5-CC,D1-IO	adjacent	Measures tendency to consider others’ needs in decisions	Agreeableness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-200	D3	Values and Motivational Drivers	D3-PU	Purpose Drive	D3-PU-SO	Service Orientation	likert	statement	I feel responsible for ensuring customers or clients receive good service.							1-5 Agreement	D3	D3-PU	D3-PU-SO	D5-CC,D1-IO	adjacent	Measures accountability for service quality	Agreeableness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-201	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-CS	Compensation Salience	likert	statement	I do not focus much on the financial rewards linked to my work performance.							1-5 Agreement	D3	D3-RO	D3-RO-CS	D3-SD,D3-AD	adjacent	Measures the importance I place on monetary compensation as a motivator.	Materialism caricature	research	operational_blocked	structural,discriminant
NEX-GMB-202	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-CS	Compensation Salience	likert	statement	I often fail to consider salary increases as a key indicator of my success at work.							1-5 Agreement	D3	D3-RO	D3-RO-CS	D3-SD,D3-AD	adjacent	Measures the extent to which financial advancement signals personal achievement.	Materialism caricature	research	operational_blocked	structural,discriminant
NEX-GMB-203	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-OV1	Reward Orientation Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I am motivated primarily by external rewards like pay and formal recognition.	I am motivated more by the meaningful impact my work has than by external rewards.				A_or_B	forced_choice_binary	D3	D3-RO	D3-RO-OV1		adjacent	Measures the tradeoff between external reward motivation and intrinsic impact motivation.	Dimension overlay should not collapse into image management or generic superiority signaling.	research	operational_blocked	structural,discriminant
NEX-GMB-204	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-PV	Prestige Value	likert	statement	I seek roles that enhance my professional reputation among peers.							1-5 Agreement	D3	D3-RO	D3-RO-PV	D3-ID,D5-LE	adjacent	Measures the value I place on gaining prestige through work recognition.	Influence motive as identity	research	operational_blocked	structural,discriminant
NEX-GMB-205	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-PV	Prestige Value	likert	statement	I aim to be known for expertise and leadership in my field.							1-5 Agreement	D3	D3-RO	D3-RO-PV	D3-ID,D5-LE	adjacent	Measures the desire for professional prestige tied to status and influence.	Influence motive as identity	research	operational_blocked	structural,discriminant
